State,Year,Quarter,District,Transaction_count,Transaction_amount
Chhattisgarh,2019,3,Surajpur,164739,289672854.9581479
Chhattisgarh,2019,3,Baloda Bazar,290500,476320269.7149237
Chhattisgarh,2019,3,Sukma,69659,156368729.45162582
Chhattisgarh,2019,3,Raigarh,551609,927881426.8494443
Chhattisgarh,2019,3,Janjgir Champa,796397,1162313123.096526
Chhattisgarh,2019,3,Jashpur,152015,259121301.6782804
Chhattisgarh,2019,3,Balod,162963,249468764.90815687
Chhattisgarh,2019,3,Kabirdham,143834,217234590.16390422
Chhattisgarh,2019,3,Surguja,293050,535846373.8872171
Chhattisgarh,2019,3,Dantewada,100063,207146775.6195376
Chhattisgarh,2019,3,Gariyaband,118147,198947427.6669057
Chhattisgarh,2019,3,Durg,2023250,2714043340.330802
Chhattisgarh,2019,3,Rajnandgaon,347908,543905597.005911
Chhattisgarh,2019,3,Raipur,3977297,6485603479.074835
Chhattisgarh,2019,3,Narayanpur,38609,62303879.75476987
Chhattisgarh,2019,3,Kanker,187349,350436897.7548141
Chhattisgarh,2019,3,Korea,179034,332214564.5644927
Chhattisgarh,2019,3,Mungeli,91597,160821668.56034932
Chhattisgarh,2019,3,Bilaspur,998165,1661024492.587059
Chhattisgarh,2019,3,Balrampur,149868,357557994.3477639
Chhattisgarh,2019,3,Bijapur,91833,198283499.3562588
Chhattisgarh,2019,3,Bemetara,144795,215769361.95399198
Chhattisgarh,2019,3,Bastar,223444,425608185.85891277
Chhattisgarh,2019,3,Kondagaon,98865,176502268.42671663
Chhattisgarh,2019,3,Mahasamund,245614,451812545.4709327
Chhattisgarh,2019,4,Dhamtari,226628,364594358.2390928
Chhattisgarh,2019,4,Korba,579614,1007648571.7689121
Chhattisgarh,2019,4,Surajpur,224124,411575360.1932009
Chhattisgarh,2019,4,Baloda Bazar,372076,645723475.139449
Chhattisgarh,2019,4,Sukma,84343,205940213.5776856
Chhattisgarh,2019,4,Raigarh,727666,1244726770.823323
Chhattisgarh,2019,4,Janjgir Champa,869528,1362421999.961806
Chhattisgarh,2019,4,Jashpur,194854,350361155.71188635
Chhattisgarh,2019,4,Balod,211986,332199715.104324
Chhattisgarh,2019,4,Kabirdham,185476,282998909.3669796
Chhattisgarh,2019,4,Surguja,398053,730934546.7175045
Chhattisgarh,2019,4,Dantewada,117225,265146167.7387005
Chhattisgarh,2019,4,Gariyaband,147799,255244213.7711063
Chhattisgarh,2019,4,Durg,2628735,3617557460.460196
Chhattisgarh,2019,4,Rajnandgaon,445558,711713323.6292999
Chhattisgarh,2019,4,Raipur,5644383,9527539915.796041
Chhattisgarh,2019,4,Narayanpur,46004,79062278.68644199
Chhattisgarh,2019,4,Kanker,232027,452866036.04157645
Chhattisgarh,2019,4,Korea,244650,448456877.46415675
Chhattisgarh,2019,4,Mungeli,124192,211669072.7230063
Chhattisgarh,2019,4,Bilaspur,1367178,2176560885.603438
Chhattisgarh,2019,4,Balrampur,203589,479163643.4470446
Chhattisgarh,2019,4,Bijapur,112547,258665089.07495862
Chhattisgarh,2019,4,Bemetara,183767,308208450.5400082
Chhattisgarh,2019,4,Bastar,290231,574718383.181036
Chhattisgarh,2019,4,Kondagaon,123171,227155762.96871972
Chhattisgarh,2019,4,Mahasamund,320354,610936099.4831579
Chhattisgarh,2020,1,Dhamtari,327305,540051855.9444383
Chhattisgarh,2020,1,Korba,718120,1166839868.146068
Chhattisgarh,2020,1,Surajpur,271529,473520926.3988182
Chhattisgarh,2020,1,Baloda Bazar,458451,758990785.274246
Chhattisgarh,2020,1,Sukma,103677,237179270.88055882
Chhattisgarh,2020,1,Raigarh,853049,1441862102.9480531
Chhattisgarh,2020,1,Janjgir Champa,931656,1488048447.018195
Chhattisgarh,2020,1,Jashpur,245808,399914857.0065902
Chhattisgarh,2020,1,Balod,266297,405890896.2419557
Chhattisgarh,2020,1,Kabirdham,226697,333091859.6139035
Chhattisgarh,2020,1,Surguja,471783,825221523.2257854
Chhattisgarh,2020,1,Dantewada,137611,289371036.08131796
Chhattisgarh,2020,1,Gariyaband,179753,298939099.6167236
Chhattisgarh,2020,1,Durg,2720717,3703033691.573418
Chhattisgarh,2020,1,Rajnandgaon,530737,829638269.6108401
Chhattisgarh,2020,1,Raipur,7165357,12890786407.130102
Chhattisgarh,2020,1,Narayanpur,53826,94150093.29922323
Chhattisgarh,2020,1,Kanker,286427,543997906.2762351
Chhattisgarh,2020,1,Korea,282413,495684980.8372587
Chhattisgarh,2020,1,Mungeli,150686,245594493.84039807
Chhattisgarh,2020,1,Bilaspur,1626602,2606579319.869314
Chhattisgarh,2020,1,Balrampur,250651,538258897.6136359
Chhattisgarh,2020,1,Bijapur,134336,284069644.9829027
Chhattisgarh,2020,1,Bemetara,228647,344270011.2919048
Chhattisgarh,2020,1,Bastar,343428,648430548.0752722
Chhattisgarh,2020,1,Kondagaon,163047,264923582.99052778
Chhattisgarh,2020,1,Mahasamund,395381,712257295.5688996
Chhattisgarh,2020,2,Dhamtari,417014,710351734.8383749
Chhattisgarh,2020,2,Korba,944646,1508035673.146365
Chhattisgarh,2020,2,Surajpur,359594,668176436.046548
Chhattisgarh,2020,2,Baloda Bazar,633348,1023037088.342013
Chhattisgarh,2020,2,Sukma,142964,350776600.2738137
Chhattisgarh,2020,2,Raigarh,1086995,1795114177.701589
Chhattisgarh,2020,2,Janjgir Champa,1248433,2013421603.7532809
Chhattisgarh,2020,2,Jashpur,352428,567530236.0333706
Chhattisgarh,2020,2,Balod,375043,548044714.9343276
Chhattisgarh,2020,2,Kabirdham,326874,523719319.5328407
Chhattisgarh,2020,2,Surguja,533916,943051720.5904517
Chhattisgarh,2020,2,Dantewada,185996,395884888.0561264
Chhattisgarh,2020,2,Gariyaband,256651,474806305.06376934
Chhattisgarh,2020,2,Durg,2269659,3224351699.513093
Chhattisgarh,2020,2,Rajnandgaon,673472,1115085386.2998679
Chhattisgarh,2020,2,Raipur,4506567,8132937028.126704
Chhattisgarh,2020,2,Narayanpur,79049,144153919.67027372
Chhattisgarh,2020,2,Kanker,386419,720470774.5190058
Chhattisgarh,2020,2,Korea,386555,725095695.8659099
Chhattisgarh,2020,2,Mungeli,233660,403225447.32623464
Chhattisgarh,2020,2,Bilaspur,1317592,2187204544.331007
Chhattisgarh,2020,2,Balrampur,364767,863677503.587856
Chhattisgarh,2020,2,Bijapur,178476,411677296.5379019
Chhattisgarh,2020,2,Bemetara,326694,493432459.02954155
Chhattisgarh,2020,2,Bastar,464740,971932585.9016597
Chhattisgarh,2020,2,Kondagaon,214666,365998866.829898
Chhattisgarh,2020,2,Mahasamund,554707,987188501.049283
Chhattisgarh,2020,3,Dhamtari,464301,785732349.938926
Chhattisgarh,2020,3,Korba,1244497,2009501714.604192
Chhattisgarh,2020,3,Surajpur,466294,871383230.306056
Chhattisgarh,2020,3,Baloda Bazar,771002,1235479975.3188782
Chhattisgarh,2020,3,Sukma,169385,438530201.21579146
Chhattisgarh,2020,3,Raigarh,1433072,2458680204.786008
Chhattisgarh,2020,3,Janjgir Champa,1514440,2490630273.085557
Chhattisgarh,2020,3,Jashpur,430402,733938150.3368851
Chhattisgarh,2020,3,Balod,471846,733232796.0256181
Chhattisgarh,2020,3,Kabirdham,402381,608806472.2682916
Chhattisgarh,2020,3,Surguja,707337,1327658513.4476821
Chhattisgarh,2020,3,Dantewada,229155,513318881.20000595
Chhattisgarh,2020,3,Gariyaband,302410,526052466.3261549
Chhattisgarh,2020,3,Durg,3050549,4422630206.029019
Chhattisgarh,2020,3,Rajnandgaon,877383,1486830890.338572
Chhattisgarh,2020,3,Raipur,6042530,10684762115.03383
Chhattisgarh,2020,3,Narayanpur,88855,172616130.5030778
Chhattisgarh,2020,3,Kanker,458506,944194080.7817578
Chhattisgarh,2020,3,Korea,505107,903153468.0155666
Chhattisgarh,2020,3,Mungeli,261398,440214275.0515954
Chhattisgarh,2020,3,Bilaspur,1745292,2896159000.806561
Chhattisgarh,2020,3,Balrampur,441036,1014202448.380359
Chhattisgarh,2020,3,Bijapur,211349,499340515.0420793
Chhattisgarh,2020,3,Bemetara,391183,568030403.7356443
Chhattisgarh,2020,3,Bastar,494723,996159111.5029507
Chhattisgarh,2020,3,Kondagaon,262629,472823128.60652775
Chhattisgarh,2020,3,Mahasamund,711477,1292683804.8464172
Chhattisgarh,2020,4,Dhamtari,624812,1116630006.008595
Chhattisgarh,2020,4,Korba,1984429,3184943428.382209
Chhattisgarh,2020,4,Surajpur,676567,1305789055.476889
Chhattisgarh,2020,4,Baloda Bazar,1079166,1896871501.902258
Chhattisgarh,2020,4,Sukma,238465,638524490.7419174
Chhattisgarh,2020,4,Raigarh,2064164,3637725480.8909154
Chhattisgarh,2020,4,Janjgir Champa,2192318,3743676244.6136427
Chhattisgarh,2020,4,Jashpur,599900,1101179048.8851101
Chhattisgarh,2020,4,Balod,653978,1065314612.5838511
Chhattisgarh,2020,4,Kabirdham,551734,894582481.4049556
Chhattisgarh,2020,4,Surguja,1086420,2064653403.74909
Chhattisgarh,2020,4,Dantewada,318775,789981955.5130013
Chhattisgarh,2020,4,Gariyaband,417169,739494892.833446
Chhattisgarh,2020,4,Durg,4913427,7302773368.858854
Chhattisgarh,2020,4,Rajnandgaon,1290120,2254466252.901078
Chhattisgarh,2020,4,Raipur,8570997,14747848599.148949
Chhattisgarh,2020,4,Narayanpur,126331,257167467.5268439
Chhattisgarh,2020,4,Kanker,634514,1358849804.8078861
Chhattisgarh,2020,4,Korea,754942,1395166961.770502
Chhattisgarh,2020,4,Mungeli,363678,666087422.2678833
Chhattisgarh,2020,4,Bilaspur,2837963,4829260316.92908
Chhattisgarh,2020,4,Balrampur,578790,1340368849.400052
Chhattisgarh,2020,4,Bijapur,307460,766898011.8716979
Chhattisgarh,2020,4,Bemetara,520944,870151678.1162208
Chhattisgarh,2020,4,Bastar,738632,1566415259.053529
Chhattisgarh,2020,4,Kondagaon,369192,728929648.0722761
Chhattisgarh,2020,4,Mahasamund,1034749,1951224040.2379332
Chhattisgarh,2021,1,Dhamtari,616731,1207143038.161341
Chhattisgarh,2021,1,Korba,2152362,3547673112.8294754
Chhattisgarh,2021,1,Surajpur,737441,1463328896.674071
Chhattisgarh,2021,1,Baloda Bazar,1102370,2084677637.549359
Chhattisgarh,2021,1,Sukma,226511,681369447.0794361
Chhattisgarh,2021,1,Raigarh,2237708,4233022686.6480007
Chhattisgarh,2021,1,Janjgir Champa,2237748,4086540675.2864056
Chhattisgarh,2021,1,Jashpur,587229,1265771754.0670211
Chhattisgarh,2021,1,Balod,645219,1132187020.962841
Chhattisgarh,2021,1,Kabirdham,571899,968261725.3060706
Chhattisgarh,2021,1,Surguja,1195343,2299690489.114688
Chhattisgarh,2021,1,Dantewada,315403,786274768.7264975
Chhattisgarh,2021,1,Gariyaband,396818,770501929.6385391
Chhattisgarh,2021,1,Durg,5455260,7697855739.555681
Chhattisgarh,2021,1,Rajnandgaon,1390205,2509162848.9127727
Chhattisgarh,2021,1,Raipur,10625343,17249749779.09214
Chhattisgarh,2021,1,Narayanpur,109993,243552618.4434549
Chhattisgarh,2021,1,Kanker,619999,1482694763.897568
Chhattisgarh,2021,1,Korea,796358,1498312909.902783
Chhattisgarh,2021,1,Mungeli,383383,750343760.2255621
Chhattisgarh,2021,1,Bilaspur,3400745,5548981180.581255
Chhattisgarh,2021,1,Balrampur,597667,1498078490.3852751
Chhattisgarh,2021,1,Bijapur,291788,770612635.6192801
Chhattisgarh,2021,1,Bemetara,518166,943164752.8279293
Chhattisgarh,2021,1,Bastar,779252,1693715519.281906
Chhattisgarh,2021,1,Kondagaon,360985,776775266.3840878
Chhattisgarh,2021,1,Mahasamund,1084511,2220399814.3984013
Chhattisgarh,2021,2,Dhamtari,803714,1475776201.902784
Chhattisgarh,2021,2,Korba,2556656,4078628168.15937
Chhattisgarh,2021,2,Surajpur,913088,1729440595.321009
Chhattisgarh,2021,2,Baloda Bazar,1461126,2578930313.167964
Chhattisgarh,2021,2,Sukma,300111,816528670.0119865
Chhattisgarh,2021,2,Raigarh,2634959,4606676921.965151
Chhattisgarh,2021,2,Janjgir Champa,2835495,4781785298.469424
Chhattisgarh,2021,2,Jashpur,728879,1441881668.181817
Chhattisgarh,2021,2,Balod,826679,1380147490.698026
Chhattisgarh,2021,2,Kabirdham,771345,1267472695.823462
Chhattisgarh,2021,2,Surguja,1332917,2575596438.475781
Chhattisgarh,2021,2,Dantewada,405620,912949701.6650429
Chhattisgarh,2021,2,Gariyaband,533040,947099930.6488261
Chhattisgarh,2021,2,Durg,5360198,8406607059.064627
Chhattisgarh,2021,2,Rajnandgaon,1698948,3047951973.381322
Chhattisgarh,2021,2,Raipur,10882417,18678914879.00903
Chhattisgarh,2021,2,Narayanpur,137697,278432933.87493134
Chhattisgarh,2021,2,Kanker,765639,1633931245.0420272
Chhattisgarh,2021,2,Korea,984343,1764272111.00235
Chhattisgarh,2021,2,Mungeli,530168,987805834.1695999
Chhattisgarh,2021,2,Bilaspur,3617926,6128946520.089718
Chhattisgarh,2021,2,Balrampur,750454,1767610921.031614
Chhattisgarh,2021,2,Bijapur,372315,897448843.8484007
Chhattisgarh,2021,2,Bemetara,684190,1191912269.372146
Chhattisgarh,2021,2,Bastar,956445,1858017026.943087
Chhattisgarh,2021,2,Kondagaon,469272,884960983.553756
Chhattisgarh,2021,2,Mahasamund,1375779,2609044564.352538
Chhattisgarh,2021,3,Dhamtari,985124,1824710331.729756
Chhattisgarh,2021,3,Korba,3562384,5269832115.82479
Chhattisgarh,2021,3,Surajpur,1244377,2128314524.332261
Chhattisgarh,2021,3,Baloda Bazar,1923490,3285959111.6154323
Chhattisgarh,2021,3,Sukma,380899,1100850189.6459498
Chhattisgarh,2021,3,Raigarh,3676121,6178904602.829477
Chhattisgarh,2021,3,Janjgir Champa,3691134,6044129725.4672785
Chhattisgarh,2021,3,Jashpur,962130,1842499910.889306
Chhattisgarh,2021,3,Balod,1006571,1667022367.554027
Chhattisgarh,2021,3,Kabirdham,957202,1535927184.3485231
Chhattisgarh,2021,3,Surguja,2006253,3418441123.049208
Chhattisgarh,2021,3,Dantewada,499985,1130039078.10377
Chhattisgarh,2021,3,Gariyaband,677715,1211971006.322402
Chhattisgarh,2021,3,Durg,8289193,11563387669.13389
Chhattisgarh,2021,3,Rajnandgaon,2353407,3963184198.4054217
Chhattisgarh,2021,3,Raipur,17276668,26769245295.71399
Chhattisgarh,2021,3,Narayanpur,167442,340593780.9719819
Chhattisgarh,2021,3,Kanker,987222,2049763959.400106
Chhattisgarh,2021,3,Korea,1325395,2180425835.148514
Chhattisgarh,2021,3,Mungeli,654791,1165469291.608395
Chhattisgarh,2021,3,Bilaspur,5603933,8478327761.385538
Chhattisgarh,2021,3,Balrampur,961639,2054725671.970683
Chhattisgarh,2021,3,Bijapur,469983,1089393531.40266
Chhattisgarh,2021,3,Bemetara,820436,1405816374.153003
Chhattisgarh,2021,3,Bastar,1337066,2529543183.039053
Chhattisgarh,2021,3,Kondagaon,603305,1129475741.4449341
Chhattisgarh,2021,3,Mahasamund,1814073,3248154697.2856293
Chhattisgarh,2021,4,Dhamtari,1248118,2301060133.849132
Chhattisgarh,2021,4,Korba,4813732,6967488786.247881
Chhattisgarh,2021,4,Surajpur,1620479,2695737530.090952
Chhattisgarh,2021,4,Baloda Bazar,2428335,4125753409.5956492
Chhattisgarh,2021,4,Sukma,491853,1315468404.923462
Chhattisgarh,2021,4,Raigarh,4987956,8118529781.855951
Chhattisgarh,2021,4,Janjgir Champa,4713652,7509616301.088511
Chhattisgarh,2021,4,Jashpur,1283197,2398549912.238647
Chhattisgarh,2021,4,Balod,1261829,2124024724.564263
Chhattisgarh,2021,4,Kabirdham,1224202,1936737122.979645
Chhattisgarh,2021,4,Surguja,2774724,4648918490.631775
Chhattisgarh,2021,4,Dantewada,666756,1425704987.1647792
Chhattisgarh,2021,4,Gariyaband,845852,1432175557.5228062
Chhattisgarh,2021,4,Durg,10300130,14816073916.178629
Chhattisgarh,2021,4,Rajnandgaon,2897306,4944916181.246885
Chhattisgarh,2021,4,Raipur,23353982,36279287404.8202
Chhattisgarh,2021,4,Narayanpur,240761,489068703.15686685
Chhattisgarh,2021,4,Kanker,1324064,2662476374.1382093
Chhattisgarh,2021,4,Korea,1688351,2738248456.400613
Chhattisgarh,2021,4,Mungeli,870531,1492676825.665566
Chhattisgarh,2021,4,Bilaspur,7784221,11326296354.84255
Chhattisgarh,2021,4,Balrampur,1247713,2575260752.033462
Chhattisgarh,2021,4,Bijapur,614833,1378643772.596778
Chhattisgarh,2021,4,Bemetara,1010707,1829091197.081568
Chhattisgarh,2021,4,Bastar,1879817,3398738422.6380143
Chhattisgarh,2021,4,Kondagaon,820093,1443085278.544161
Chhattisgarh,2021,4,Mahasamund,2324300,4025481736.7157373
Chhattisgarh,2022,1,Dhamtari,1492243,2833407184.977332
Chhattisgarh,2022,1,Korba,5626866,8306489271.356156
Chhattisgarh,2022,1,Surajpur,1886693,3173368816.575807
Chhattisgarh,2022,1,Baloda Bazar,2925957,5025353758.266698
Chhattisgarh,2022,1,Sukma,505004,1280893928.981685
Chhattisgarh,2022,1,Raigarh,5959088,9885641555.115366
Chhattisgarh,2022,1,Janjgir Champa,5495226,8737068867.594168
Chhattisgarh,2022,1,Jashpur,1508729,2930779141.778676
Chhattisgarh,2022,1,Balod,1477405,2513134327.614071
Chhattisgarh,2022,1,Kabirdham,1567571,2487844561.671594
Chhattisgarh,2022,1,Surguja,3182242,5281342196.784163
Chhattisgarh,2022,1,Dantewada,782199,1589432533.293374
Chhattisgarh,2022,1,Gariyaband,1056471,1881190060.2894652
Chhattisgarh,2022,1,Durg,11345594,16423362101.01696
Chhattisgarh,2022,1,Rajnandgaon,3505850,6015130524.624992
Chhattisgarh,2022,1,Raipur,25836062,39990361268.69826
Chhattisgarh,2022,1,Narayanpur,277768,561274826.5691612
Chhattisgarh,2022,1,Kanker,1599699,3237590649.399125
Chhattisgarh,2022,1,Korea,1909908,3078262597.3314342
Chhattisgarh,2022,1,Mungeli,1074535,1897584378.2166839
Chhattisgarh,2022,1,Bilaspur,9081044,13169861328.37149
Chhattisgarh,2022,1,Balrampur,1442159,3023784892.2129607
Chhattisgarh,2022,1,Bijapur,651494,1407048680.7855568
Chhattisgarh,2022,1,Bemetara,1259037,2287658824.646173
Chhattisgarh,2022,1,Bastar,2203676,4004268081.111789
Chhattisgarh,2022,1,Kondagaon,972613,1804893354.083028
Chhattisgarh,2022,1,Mahasamund,2788159,5020017743.469414
Chhattisgarh,2022,2,Dhamtari,1839169,3261297839.925982
Chhattisgarh,2022,2,Korba,6482877,9217368563.787317
Chhattisgarh,2022,2,Surajpur,2152901,3414032926.0130467
Chhattisgarh,2022,2,Baloda Bazar,3518514,5665773484.942881
Chhattisgarh,2022,2,Sukma,617457,1507874121.1545742
Chhattisgarh,2022,2,Raigarh,6953143,10866819292.413801
Chhattisgarh,2022,2,Janjgir Champa,6418156,9565720454.277157
Chhattisgarh,2022,2,Jashpur,1842899,3357567336.0125647
Chhattisgarh,2022,2,Balod,1788680,2920249115.051742
Chhattisgarh,2022,2,Kabirdham,1890334,2947966125.846062
Chhattisgarh,2022,2,Surguja,3814390,6107066837.900622
Chhattisgarh,2022,2,Dantewada,957773,1785681996.4817522
Chhattisgarh,2022,2,Gariyaband,1226883,2015058785.296778
Chhattisgarh,2022,2,Durg,13554254,19339415904.38837
Chhattisgarh,2022,2,Rajnandgaon,4284921,7037763265.735464
Chhattisgarh,2022,2,Raipur,31131873,46778811056.54784
Chhattisgarh,2022,2,Narayanpur,355877,655917400.9782778
Chhattisgarh,2022,2,Kanker,1931954,3702057060.147361
Chhattisgarh,2022,2,Korea,2156896,3361419242.87684
Chhattisgarh,2022,2,Mungeli,1336917,2234057058.141594
Chhattisgarh,2022,2,Bilaspur,11026765,15470182616.440012
Chhattisgarh,2022,2,Balrampur,1652393,3247393592.938486
Chhattisgarh,2022,2,Bijapur,825640,1692585254.460357
Chhattisgarh,2022,2,Bemetara,1529354,2689553868.898673
Chhattisgarh,2022,2,Bastar,2787919,4723340575.37052
Chhattisgarh,2022,2,Kondagaon,1218095,2074544813.273087
Chhattisgarh,2022,2,Mahasamund,3288014,5542158574.479666
Chhattisgarh,2022,3,Dhamtari,1857935,3145385394.9857388
Chhattisgarh,2022,3,Korba,6608931,8648711540.86557
Chhattisgarh,2022,3,Surajpur,2077425,2937049679.290538
Chhattisgarh,2022,3,Baloda Bazar,3792643,5461550646.1508
Chhattisgarh,2022,3,Sukma,656635,1520506217.377401
Chhattisgarh,2022,3,Raigarh,7689276,10922658445.86191
Chhattisgarh,2022,3,Janjgir Champa,6191246,8376914109.862602
Chhattisgarh,2022,3,Jashpur,1762763,2878931805.322618
Chhattisgarh,2022,3,Balod,1864797,2793505852.289542
Chhattisgarh,2022,3,Kabirdham,2192889,2948782973.277689
Chhattisgarh,2022,3,Surguja,3762924,5443547309.29503
Chhattisgarh,2022,3,Dantewada,1013017,1794740970.3763483
Chhattisgarh,2022,3,Gariyaband,1288987,1939753877.4317899
Chhattisgarh,2022,3,Durg,40201479,51553772130.128586
Chhattisgarh,2022,3,Rajnandgaon,4236901,6526559476.401953
Chhattisgarh,2022,3,Raipur,40322093,55869046982.08136
Chhattisgarh,2022,3,Narayanpur,364655,622593663.7887788
Chhattisgarh,2022,3,Kanker,2077996,3529341404.496252
Chhattisgarh,2022,3,Korea,2080709,2959646414.8193
Chhattisgarh,2022,3,Mungeli,1408097,2112394538.7583802
Chhattisgarh,2022,3,Bilaspur,13659373,17597668488.1433
Chhattisgarh,2022,3,Balrampur,1661288,2891432155.059689
Chhattisgarh,2022,3,Bijapur,844285,1604311323.804118
Chhattisgarh,2022,3,Bemetara,3218200,4429824031.631753
Chhattisgarh,2022,3,Bastar,2899716,4495325808.820375
Chhattisgarh,2022,3,Kondagaon,1218309,1935816216.8808231
Chhattisgarh,2022,3,Mahasamund,3300018,5221786624.788328
Chhattisgarh,2022,4,Dhamtari,2104649,3600539015.352013
Chhattisgarh,2022,4,Korba,7598691,9998923126.807133
Chhattisgarh,2022,4,Surajpur,2453633,3500297801.620641
Chhattisgarh,2022,4,Baloda Bazar,4723545,7027700030.598945
Chhattisgarh,2022,4,Sukma,725982,1556490008.847879
Chhattisgarh,2022,4,Raigarh,8475730,11974795198.59215
Chhattisgarh,2022,4,Janjgir Champa,7194881,9873971004.747929
Chhattisgarh,2022,4,Jashpur,2252299,3689088832.6639414
Chhattisgarh,2022,4,Balod,2049159,3159690376.313387
Chhattisgarh,2022,4,Kabirdham,2517731,3457300146.522238
Chhattisgarh,2022,4,Surguja,4530080,6525605229.70492
Chhattisgarh,2022,4,Dantewada,1172140,2047808550.647596
Chhattisgarh,2022,4,Gariyaband,1441112,2231783832.959365
Chhattisgarh,2022,4,Durg,48523671,64247502275.46566
Chhattisgarh,2022,4,Rajnandgaon,6195224,9255085937.739351
Chhattisgarh,2022,4,Raipur,38862259,55662404886.39614
Chhattisgarh,2022,4,Narayanpur,438873,734297157.5177326
Chhattisgarh,2022,4,Kanker,2602695,4394118422.900604
Chhattisgarh,2022,4,Korea,2413508,3437798677.1198378
Chhattisgarh,2022,4,Mungeli,1711917,2617303034.121156
Chhattisgarh,2022,4,Bilaspur,16252139,21208051820.21405
Chhattisgarh,2022,4,Balrampur,2016933,3640523929.493975
Chhattisgarh,2022,4,Bijapur,960301,1709405178.403273
Chhattisgarh,2022,4,Bemetara,1978543,3193058083.562039
Chhattisgarh,2022,4,Bastar,3447914,5260070136.804683
Chhattisgarh,2022,4,Kondagaon,1426629,2220740205.564878
Chhattisgarh,2022,4,Mahasamund,3890208,6294827909.7905245
Chhattisgarh,2023,1,Dhamtari,3656892,6000061935.0
Chhattisgarh,2023,1,Korba,12843212,16488882083.0
Chhattisgarh,2023,1,Surajpur,4342391,5789576532.0
Chhattisgarh,2023,1,Baloda Bazar,7197194,10652987448.0
Chhattisgarh,2023,1,Sukma,1202965,2441450038.0
Chhattisgarh,2023,1,Raigarh,14309929,20128762185.000004
Chhattisgarh,2023,1,Janjgir Champa,11935407,16206439751.000002
Chhattisgarh,2023,1,Jashpur,3899006,6229114336.0
Chhattisgarh,2023,1,Balod,3402491,5149710449.0
Chhattisgarh,2023,1,Kabirdham,4236786,5687558670.0
Chhattisgarh,2023,1,Surguja,7940333,10560053086.0
Chhattisgarh,2023,1,Dantewada,1928165,3167599784.0
Chhattisgarh,2023,1,Gariyaband,2585427,3945750314.0
Chhattisgarh,2023,1,Durg,23859545,31147636873.0
Chhattisgarh,2023,1,Rajnandgaon,8307564,12366125060.0
Chhattisgarh,2023,1,Raipur,45622190,62999064541.0
Chhattisgarh,2023,1,Narayanpur,740408,1230653608.0
Chhattisgarh,2023,1,Kanker,3794435,6343820186.0
Chhattisgarh,2023,1,Korea,4120545,5549483901.0
Chhattisgarh,2023,1,Mungeli,2911314,4306392412.0
Chhattisgarh,2023,1,Bilaspur,22515986,28109717724.000004
Chhattisgarh,2023,1,Balrampur,3528512,5802847604.0
Chhattisgarh,2023,1,Bijapur,1568967,2619108818.0
Chhattisgarh,2023,1,Bemetara,3343552,5123208070.0
Chhattisgarh,2023,1,Bastar,5886758,8655486341.0
Chhattisgarh,2023,1,Kondagaon,2469881,3799080869.0
Chhattisgarh,2023,1,Mahasamund,6599102,10588363841.0
Chhattisgarh,2023,2,Dhamtari,4310978,6504926942.0
Chhattisgarh,2023,2,Korba,14707141,18016273425.0
Chhattisgarh,2023,2,Surajpur,5073961,6439054027.0
Chhattisgarh,2023,2,Baloda Bazar,8570502,11581152239.999998
Chhattisgarh,2023,2,Sukma,1448558,2826810551.0
Chhattisgarh,2023,2,Raigarh,16537898,21670817692.0
Chhattisgarh,2023,2,Janjgir Champa,14164104,17840916543.0
Chhattisgarh,2023,2,Jashpur,4742040,7093957770.0
Chhattisgarh,2023,2,Balod,4013844,5648028582.0
Chhattisgarh,2023,2,Kabirdham,4977783,6192156276.0
Chhattisgarh,2023,2,Surguja,9320236,12083741021.0
Chhattisgarh,2023,2,Dantewada,2266424,3601912356.0
Chhattisgarh,2023,2,Gariyaband,2951233,4078176359.9999995
Chhattisgarh,2023,2,Durg,26918873,34354238161.0
Chhattisgarh,2023,2,Rajnandgaon,9678721,13738399065.0
Chhattisgarh,2023,2,Raipur,52620640,69883706700.0
Chhattisgarh,2023,2,Narayanpur,901454,1426973100.0
Chhattisgarh,2023,2,Kanker,4521013,7071816827.0
Chhattisgarh,2023,2,Korea,4808232,6110652430.0
Chhattisgarh,2023,2,Mungeli,3545182,4886384221.0
Chhattisgarh,2023,2,Bilaspur,26295348,31728128217.0
Chhattisgarh,2023,2,Balrampur,4209158,6478886396.0
Chhattisgarh,2023,2,Bijapur,1913141,3121723791.0
Chhattisgarh,2023,2,Bemetara,3965704,5755335210.0
Chhattisgarh,2023,2,Bastar,6971246,9625103589.0
Chhattisgarh,2023,2,Kondagaon,2886508,4253050551.0000005
Chhattisgarh,2023,2,Mahasamund,7611714,11144524710.999998
Chhattisgarh,2023,3,Dhamtari,4830109,6897666355.0
Chhattisgarh,2023,3,Korba,16911757,19369427880.0
Chhattisgarh,2023,3,Surajpur,5685887,6569849424.0
Chhattisgarh,2023,3,Baloda Bazar,9910412,12351770326.0
Chhattisgarh,2023,3,Sukma,1664849,3067564834.0
Chhattisgarh,2023,3,Raigarh,18851633,22862641868.0
Chhattisgarh,2023,3,Janjgir Champa,15405776,18039692126.0
Chhattisgarh,2023,3,Jashpur,5059434,6884575049.0
Chhattisgarh,2023,3,Balod,4531222,5841350483.0
Chhattisgarh,2023,3,Kabirdham,5755831,6456489928.0
Chhattisgarh,2023,3,Surguja,10418990,12367549277.0
